Tipo de Ciclo,Matricula,CURP Alumno,Nombre Alumno,Fecha Nacimiento,Sexo,Estado Alumno,Nombre Tutor,Parentesco,Telefono Tutor,Correo Tutor,Nivel Educativo Destino,Grado Destino,Grupo Destino,Plan de Pago Asignado
ANUAL,REINSCRIPCIÓN,YEMKZING0LT64W42AL,JOSÉ GABRIEL TRUJILLO RODRIGUEZ,2015-11-08,F,ACTIVO,Ricardo Romero Rodriguez,MADRE,9218657886,ricardo.romero.rodri34@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,G3QZ9N94VDAB24NJM7,MEREDITH PAOLA LINARES LIMON,2015-02-01,M,ACTIVO,Rafael Rodriguez Gonzalez,MADRE,9216684377,rafael.rodriguez.gon18@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,NUEVO INGRESO,V4Q6GCJQVNSZH1CAAZ,ERENDIRA DANAE SANTIAGO MARTINEZ,2015-11-01,M,ACTIVO,Silvia Alvarez Torres,MADRE,9215247265,silvia.alvarez.torre2@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,NUEVO INGRESO,UYI3O8D1G7KXYMW6J4,LEOBARDO CASTELLANOS VARGAS,2015-01-27,M,ACTIVO,Antonio Flores Sanchez,PADRE,9214737369,antonio.flores.sanch25@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,NUEVO INGRESO,WXX094TUW0ZFNUPRIF,IMELDA MARTINEZ RUIZ,2015-04-07,F,ACTIVO,Laura Gonzalez Gonzalez,PADRE,9216802698,laura.gonzalez.gonza45@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,AWK4KZ8KWI2NYG3YFV,VLADIMIR BAILON CANCINO,2015-02-20,F,ACTIVO,Alicia Ramirez Jimenez,MADRE,9212002208,alicia.ramirez.jimen29@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,SIMON BOLIVAR,XCRF280ML1MH74QF0Q,PEREZ CRUZ LIA KARIME,2015-03-21,F,ACTIVO,Alicia Reyes Diaz,MADRE,9219156854,alicia.reyes.diaz14@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,SIMON BOLIVAR,V75XBESEJXSCU4IOHD,CAMACHO ORDAZ JAZMIN,2015-07-01,F,ACTIVO,Enrique Garcia Jimenez,PADRE,9219377711,enrique.garcia.jimen8@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,SIMON BOLIVAR,JWT5KYSHUHAGEOE7B5,CALEB SOTO ACOSTA,2015-02-12,M,ACTIVO,Carmen Martinez Perez,PADRE,9215443066,carmen.martinez.pere39@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,SIMON BOLIVAR,4CIMJ6HFJ9PRTIOTOW,NAOMI CARRILLO GONZALEZ,2015-06-13,F,ACTIVO,Veronica Lopez Diaz,TUTOR,9211048879,veronica.lopez.diaz51@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,MAT-0109,672EA7V9PRWYSCT19K,CARMEN GABRIELA DE LEÓN REYES,2015-05-20,F,ACTIVO,Roberto Flores Hernandez,MADRE,9213910311,roberto.flores.herna24@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,00ODKHODPWWNMQIEEG,ALEJANDRO DIAZ MORALES,2015-08-09,F,ACTIVO,Sergio Romero Diaz,TUTOR,9211139049,sergio.romero.diaz37@ejemplo.com,Primaria,6° Grado,P,Plan 12 Meses
ANUAL,REINSCRIPCIÓN,FQXHBIYKWA4HTH3C9U,DEREK URIEL MORALES DOMINGUEZ,2015-12-25,F,ACTIVO,Claudia Flores Jimenez,TUTOR,9211565047,claudia.flores.jimen67@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,NUEVO INGRESO,23TC5LYYGG31UAF63S,GAEL JUAREZ FUENTES,2015-12-14,M,ACTIVO,Silvia Lopez Diaz,TUTOR,9213743053,silvia.lopez.diaz21@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,H90WNCEBWR1ZNY8LMO,VALERIA MORENO GERMAN,2015-07-02,M,ACTIVO,Patricia Alvarez Reyes,MADRE,9216498658,patricia.alvarez.rey64@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,M83UYWSHLX4UZBC4RV,RODRIGO EMMANUEL SANCHEZ DOMINGUEZ,2015-06-04,M,ACTIVO,Leticia Martinez Torres,MADRE,9219243444,leticia.martinez.tor7@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,SIMON BOLIVAR,WC9OMLYRF6Q0CE0SUW,JOSEPH DAVID CONTRERAS PALACIOS,2015-07-02,F,ACTIVO,Enrique Gomez Diaz,TUTOR,9214423738,enrique.gomez.diaz17@ejemplo.com,Primaria,6° Grado,P,Plan 12 Meses
ANUAL,REINSCRIPCIÓN,1V08J73JIS6XZ80FD3,IKER TRISTAN ROMERO AVILA,2015-06-26,M,ACTIVO,Miguel Reyes Jimenez,MADRE,9216843628,miguel.reyes.jimenez59@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,NUEVO INGRESO,CBOU0M7GEFZF7L2KFI,SOFIA BELEN PUCHETA RIVERA,2015-08-20,M,ACTIVO,Eduardo Vargas Hernandez,MADRE,9218277961,eduardo.vargas.herna9@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,TJC40B3CUGVZBAJCDO,DANIEL BURGOS MENA,2015-09-19,F,ACTIVO,Carmen Ramirez Vargas,MADRE,9216187334,carmen.ramirez.varga69@ejemplo.com,Primaria,6° Grado,P,Plan 10 Meses
ANUAL,MAT-0119,WMVMFEIDYPXUTGIFMF,JOEL BARZILAI JIMENEZ AGUIRRE,2014-02-09,F,ACTIVO,Rosa Gutierrez Sanchez,MADRE,9219928596,rosa.gutierrez.sanch35@ejemplo.com,Secundaria,1° Grado,S,Plan 12 Meses
ANUAL,MAT-0120,1GAK2SL5DR7PU2N087,BRYAN YAEL RODRÍGUEZ LOPEZ,2014-12-08,M,ACTIVO,Maria Mendoza Ramirez,TUTOR,9214178051,maria.mendoza.ramire68@ejemplo.com,Secundaria,1° Grado,S,Plan 12 Meses
ANUAL,MAT-0121,SBPH3FQWKLMJW94F85,ZION USCANCA VAZQUEZ,2014-09-13,M,ACTIVO,Rosa Gutierrez Sanchez,MADRE,9219928596,rosa.gutierrez.sanch35@ejemplo.com,Secundaria,1° Grado,S,Plan 10 Meses
ANUAL,MAT-0122,Z7OX5UKKJWQZX4DEQN,JORGE GABRIEL SALVADOR MARTINEZ,2014-04-08,F,ACTIVO,Oscar Ramirez Lopez,PADRE,9216048473,oscar.ramirez.lopez12@ejemplo.com,Secundaria,1° Grado,S,Plan 10 Meses
ANUAL,MAT-0123,MP12JD45QO3E5J65S9,HECTOR MANUEL PONCE SANTIAGO,2014-01-28,F,ACTIVO,Oscar Ramirez Lopez,PADRE,9216048473,oscar.ramirez.lopez12@ejemplo.com,Secundaria,1° Grado,S,Plan 10 Meses
ANUAL,MAT-0124,NK8IU2V2J16544V75P,EMILIANO PEREZ VELAZQUEZ,2014-11-15,F,ACTIVO,Claudia Gutierrez Castillo,TUTOR,9212269842,claudia.gutierrez.ca41@ejemplo.com,Secundaria,1° Grado,S,Plan 10 Meses
ANUAL,MAT-0125,SG24E6C0Y68ZNH6IP9,ETHAN RAMIREZ ALOR,2014-07-20,F,ACTIVO,Beatriz Ortiz Torres,MADRE,9215914387,beatriz.ortiz.torres44@ejemplo.com,Secundaria,1° Grado,S,Plan 12 Meses
ANUAL,MAT-0126,3W6NZCI1TNEFCT3K55,ASHLEY ALEXA TOTO MARTINEZ,2014-10-16,M,ACTIVO,Rafael Gomez Morales,MADRE,9216245113,rafael.gomez.morales22@ejemplo.com,Secundaria,1° Grado,S,Plan 10 Meses
ANUAL,MAT-0127,XZ26HM2UOV7WLVCD0H,DAMIAN HERNANDEZ FLORES,2014-01-02,F,ACTIVO,Maria Mendoza Ramirez,TUTOR,9214178051,maria.mendoza.ramire68@ejemplo.com,Secundaria,1° Grado,S,Plan 10 Meses
ANUAL,MAT-0128,OIJRSIQA9029ZU7BA4,KENDRA ALEXANDRA PEREZ CRUZ,2014-08-01,M,ACTIVO,Silvia Rodriguez Perez,PADRE,9217722097,silvia.rodriguez.per40@ejemplo.com,Secundaria,1° Grado,S,Plan 10 Meses
ANUAL,MAT-0129,SA9G5JZ5VFW8PQ5LEB,DARVIN GONZALEZ GOMEZ,2014-01-01,M,ACTIVO,Leticia Hernandez Reyes,MADRE,9214958866,leticia.hernandez.re11@ejemplo.com,Secundaria,1° Grado,S,Plan 12 Meses
ANUAL,REINSCRIPCIÓN,NL3TGNU1LNTR527B0F,ARIADNA SORIANO LAVIN,2013-10-20,M,ACTIVO,Patricia Martinez Perez,TUTOR,9212939066,patricia.martinez.pe61@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,R46E811C5IS28S0TC0,JATZIRI KRISTEL ZURIANO FELIX,2013-01-24,M,ACTIVO,Veronica Garcia Castillo,MADRE,9216385670,veronica.garcia.cast32@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,BOAZ4AO8V04RD7C7ZI,EVAN MATIAS ZARAGOZA MATINEZ,2013-07-20,M,ACTIVO,Silvia Lopez Diaz,TUTOR,9213743053,silvia.lopez.diaz21@ejemplo.com,Secundaria,2° Grado,S,Plan 12 Meses
ANUAL,REINSCRIPCIÓN,P73LQWYOK0SPTQWPK4,HANNA NICOLE SALOME GOMEZ,2013-07-04,F,ACTIVO,Monica Mendoza Romero,MADRE,9216536977,monica.mendoza.romer27@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,MAT-0134,G5UP81WMJEDPL8ZC3K,JIMENNA SOFIA OCHA,2013-10-17,M,ACTIVO,Martha Martinez Cruz,PADRE,9213280100,martha.martinez.cruz30@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,PVY013ST6QNRUTELHA,RENATA VALENTINA LOPEZ CRUZ,2013-11-16,M,ACTIVO,Patricia Martinez Perez,TUTOR,9212939066,patricia.martinez.pe61@ejemplo.com,Secundaria,2° Grado,S,Plan 12 Meses
ANUAL,REINSCRIPCIÓN,1PRSYU1RJD704CZT4D,LUISA PAULETTE SANCHEZ SANTOS,2013-07-26,M,ACTIVO,Claudia Flores Jimenez,TUTOR,9211565047,claudia.flores.jimen67@ejemplo.com,Secundaria,2° Grado,S,Plan 12 Meses
ANUAL,REINSCRIPCIÓN,T6E70W46P1EOOQM0VT,VANIA ZOE FARIAS BAHENA,2013-03-11,F,ACTIVO,Leticia Rodriguez Vargas,PADRE,9217750301,leticia.rodriguez.va49@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,51MMFOM98O51XC0N0H,LEYLA CRUZ ARIZPE,2013-07-03,F,ACTIVO,Miguel Reyes Jimenez,MADRE,9216843628,miguel.reyes.jimenez59@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,MAT-0139,KOII97NDL0OIG1V65T,ANGEL DE JESUS RABANALES ALEGRIA,2013-07-20,F,ACTIVO,Rafael Gomez Morales,MADRE,9216245113,rafael.gomez.morales22@ejemplo.com,Secundaria,2° Grado,S,Plan 12 Meses
ANUAL,REINSCRIPCIÓN,MVDXMOX0ABNXPK6J1L,KARLA DANIELA LUIS CARRERA,2013-01-24,M,ACTIVO,Fernando Morales Ortiz,TUTOR,9219449858,fernando.morales.ort66@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,23RY8DP7P4NKYHEBH3,NAIM JIMENEZ DOMINGUEZ,2013-02-13,F,ACTIVO,Martha Ramirez Romero,TUTOR,9216044911,martha.ramirez.romer33@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,TH60MQEPWH8X07BI2X,LIAM EZEQUIEL OVILLA ESPINOZA,2013-10-23,M,ACTIVO,Patricia Martinez Perez,TUTOR,9212939066,patricia.martinez.pe61@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,1IEIETRUPERPZ81PNK,ELIAS EDUARDO SANCHEZ DIAZ,2013-10-05,F,ACTIVO,Rosa Ortiz Sanchez,PADRE,9215325849,rosa.ortiz.sanchez70@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,KYDWQRN6H7ZNWOYA75,NOE DAVID GARCIA NELSON,2013-06-06,M,ACTIVO,Monica Mendoza Rodriguez,MADRE,9216235193,monica.mendoza.rodri26@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,XHA5R97DNUI6CRY42D,ANGEL JOSUE SERAPIO ZUÑIGA,2013-06-05,F,ACTIVO,Gabriela Castillo Torres,TUTOR,9214423069,gabriela.castillo.to31@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,G4DMDTH0YH1SRMVCHA,ADA MARIA TORRES JUAREZ,2013-10-24,M,ACTIVO,Teresa Sanchez Gutierrez,TUTOR,9219543332,teresa.sanchez.gutie43@ejemplo.com,Secundaria,2° Grado,S,Plan 12 Meses
ANUAL,REINSCRIPCIÓN,S1INY3WABBIITVEKBJ,NATHAN DIDIER CARRASCO CASTAÑEDA,2013-11-02,F,ACTIVO,Carmen Martinez Perez,PADRE,9215443066,carmen.martinez.pere39@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,ZCXK8AOCYMWH8RRT1U,GABRIEL ALEJANDRO SERVIN SOBERANO,2013-05-15,M,ACTIVO,Rosa Gutierrez Sanchez,MADRE,9219928596,rosa.gutierrez.sanch35@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,Q6KT7ZJ0VBND0O06HQ,ZOE ROSADO MARTINEZ,2013-12-23,M,ACTIVO,Maria Mendoza Ramirez,TUTOR,9214178051,maria.mendoza.ramire68@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,N06Z11L2F62LQMES19,AXEL FABÍAN BARROSO CARDENAS,2013-11-08,F,ACTIVO,Silvia Castillo Romero,PADRE,9211915461,silvia.castillo.rome65@ejemplo.com,Secundaria,2° Grado,S,Plan 12 Meses
ANUAL,REINSCRIPCIÓN,FETB1BZ2TEVX0EKLQV,XIMENA GARDUZA LIMÓN,2013-04-19,M,ACTIVO,Claudia Flores Jimenez,TUTOR,9211565047,claudia.flores.jimen67@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,MOIJDF0RZCULGTFVD0,GABRIEL ALEJANDRO FUENTES TORRES,2013-05-19,F,ACTIVO,Ana Hernandez Morales,MADRE,9218689379,ana.hernandez.morale57@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,22OTMYU29U11O8P1RH,MELANY AIDEE RODRIGUEZ TOLENTINO,2013-08-08,M,ACTIVO,Arturo Vargas Ramirez,MADRE,9218984323,arturo.vargas.ramire48@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,J7749AEXSHQRHFBJFX,VICTORIA POLA CARDENAS,2013-06-04,M,ACTIVO,Pedro Vargas Hernandez,MADRE,9218241499,pedro.vargas.hernand46@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,REINSCRIPCIÓN,W419LNUIUL33NM3OBA,ALISSA XIMENA GUTIERRES DOMINGUEZ,2013-11-04,F,ACTIVO,Ana Hernandez Morales,MADRE,9218689379,ana.hernandez.morale57@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,MAT-0156,3DUJBRUC9MA98IT7M3,EDITH FERNANDA GARCIA PEÑA,2013-08-24,F,ACTIVO,Claudia Ramirez Morales,PADRE,9218958556,claudia.ramirez.mora71@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,MAT-0157,F5ATG1FNSFJ2GCUFYN,ANGEL DE JESUS RIVERA DOMINGUEZ,2013-01-26,F,ACTIVO,Carlos Alvarez Flores,MADRE,9219930616,carlos.alvarez.flore54@ejemplo.com,Secundaria,2° Grado,S,Plan 10 Meses
ANUAL,MAT-0158,F2ZS5OWHJII67H3009,ALEJANDRO DOMINGUEZ LAUREANO,2012-07-07,M,ACTIVO,Antonio Reyes Vargas,TUTOR,9214996570,antonio.reyes.vargas58@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
ANUAL,MAT-0159,Y9LNUYZOKE6S7ZCLK0,ARYED ALEJANDRA MONTESINOS GARCIA,2012-03-16,M,ACTIVO,Carlos Morales Torres,MADRE,9216978082,carlos.morales.torre55@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
ANUAL,MAT-0160,V1UWBLMJEVNCVPYK10,DAMARA GENOVEVA PRIMO MORALES,2012-02-11,M,ACTIVO,Antonio Flores Sanchez,PADRE,9214737369,antonio.flores.sanch25@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
ANUAL,MAT-0161,NIPXC1AQMHOM1J6PBK,SAMUEL VALLEROJO SANCHEZ,2012-03-26,M,ACTIVO,Martha Ramirez Romero,TUTOR,9216044911,martha.ramirez.romer33@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
ANUAL,MAT-0162,I2R8VRID09X9G5OZ7H,CARLOS MIGUEL MATEO ORTEGA,2012-12-28,M,ACTIVO,Teresa Sanchez Gutierrez,TUTOR,9219543332,teresa.sanchez.gutie43@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
ANUAL,MAT-0163,QJKS5T5WO7KTGISNGE,LUIS ALEJANDRO RODRIGUEZ BOFFIL,2012-11-02,M,ACTIVO,Carlos Alvarez Flores,MADRE,9219930616,carlos.alvarez.flore54@ejemplo.com,Secundaria,3° Grado,S,Plan 12 Meses
ANUAL,MAT-0164,DV9G8RSC0N798V2SVE,IKER SANTIAGO SAAVEDRA GRAJEDA,2012-05-04,F,ACTIVO,Teresa Vargas Vargas,TUTOR,9217377015,teresa.vargas.vargas50@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
ANUAL,MAT-0165,EJFTOOO2UG1ZHCJ2EC,ADRIEL MORALES DOMINGUEZ,2012-02-03,F,ACTIVO,Carlos Morales Torres,MADRE,9216978082,carlos.morales.torre55@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
ANUAL,MAT-0166,7V7HISM83YSDXUZEPC,HELLEN MONTSERRAT HERNANDEZ GARCIA,2012-08-26,F,ACTIVO,Miguel Reyes Jimenez,MADRE,9216843628,miguel.reyes.jimenez59@ejemplo.com,Secundaria,3° Grado,S,Plan 12 Meses
ANUAL,MAT-0167,QAYANLDD2365I7Q68H,ROMINA GONZALEZ HERNANDEZ,2012-06-24,M,ACTIVO,Carmen Ramirez Vargas,MADRE,9216187334,carmen.ramirez.varga69@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
ANUAL,MAT-0168,MOMKVFEKOAEVI5Y1B3,KARLA VALENTINA ROSALES SAN JUAN,2012-09-20,M,ACTIVO,Carmen Martinez Perez,PADRE,9215443066,carmen.martinez.pere39@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
ANUAL,MAT-0169,01F4PAQAHNBVIQOEGU,EMILIO ESTRADA CABRERA,2012-09-26,M,ACTIVO,Claudia Ramirez Morales,PADRE,9218958556,claudia.ramirez.mora71@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
ANUAL,MAT-0170,MULOH9S4XC05V9C89W,PAOLA AYALETH POLA CARDENAS,2012-04-10,F,ACTIVO,Carmen Martinez Martinez,TUTOR,9212005397,carmen.martinez.mart38@ejemplo.com,Secundaria,3° Grado,S,Plan 10 Meses
SEMESTRAL,MAT-0171,4ERMMEK6JHY1KKKRUN,ANA ISABEL RODRIGUEZ CASTILLO,2009-09-26,F,ACTIVO,Carmen Ramirez Vargas,MADRE,9216187334,carmen.ramirez.varga69@ejemplo.com,Bachillerato,9° Semestre,B,Plan 10 Meses
SEMESTRAL,MAT-0172,X1817RQ95Y66S32G6F,ABRIL YATZIL CRUZ ARIZPE,2009-01-02,M,ACTIVO,Roberto Reyes Torres,PADRE,9218465701,roberto.reyes.torres1@ejemplo.com,Bachillerato,9° Semestre,B,Plan 10 Meses
SEMESTRAL,MAT-0173,4LYS6QB1HO0BNU49G8,NAHOMI CRUZ GOMEZ,2009-09-14,F,ACTIVO,Gabriela Castillo Torres,TUTOR,9214423069,gabriela.castillo.to31@ejemplo.com,Bachillerato,9° Semestre,B,Plan 12 Meses
SEMESTRAL,MAT-0174,U3KLD8JPQQ4SHUV3U0,IVANNA PAULINA ALCEDA GUILLEN,2009-06-28,F,ACTIVO,Ricardo Ortiz Garcia,MADRE,9212182563,ricardo.ortiz.garcia52@ejemplo.com,Bachillerato,9° Semestre,B,Plan 10 Meses
